SOC_2019,CoordX,CoordX2,CoordX3,CoordY,CoordY2,CoordY3,clay_a,clay_b,clay_c,clay_d,geology_1,geology_2,geology_3,geology_4,geology_5,geology_6,geology_7,geology_8,geology_9,geology_10,geology_11,georeg_1,georeg_2,georeg_3,georeg_4,georeg_6,georeg_8,georeg_10,asp_cos,asp_sin,bluespot,curv_plan,curv_prof,demdetrend,dirinsola,elevation,flowaccu,hdtochn,midslppos,mrvbf,sagawi,slpdeg,slptochn,twi,valldepth,vdtochn,ndviMed_2018,kndviMed_2018,eviMed_2018,saviMed_2018,msaviMed_2018,bsiMed_2018,strMed_2018,brightnessMed_2018,greennessMed_2018,wetnessMed_2018,ndviP10_2018,kndviP10_2018,eviP10_2018,saviP10_2018,msaviP10_2018,bsiP10_2018,strP10_2018,brightnessP10_2018,greennessP10_2018,wetnessP10_2018,ndviP90_2018,kndviP90_2018,eviP90_2018,saviP90_2018,msaviP90_2018,bsiP90_2018,strP90_2018,brightnessP90_2018,greennessP90_2018,wetnessP90_2018,ndviMed_2019,kndviMed_2019,eviMed_2019,saviMed_2019,msaviMed_2019,bsiMed_2019,strMed_2019,brightnessMed_2019,greennessMed_2019,wetnessMed_2019,ndviP10_2019,kndviP10_2019,eviP10_2019,saviP10_2019,msaviP10_2019,bsiP10_2019,strP10_2019,brightnessP10_2019,greennessP10_2019,wetnessP10_2019,ndviP90_2019,kndviP90_2019,eviP90_2019,saviP90_2019,msaviP90_2019,bsiP90_2019,strP90_2019,brightnessP90_2019,greennessP90_2019,wetnessP90_2019,BIO_2018_01,BIO_2018_02,BIO_2018_03,BIO_2018_04,BIO_2018_05,BIO_2018_06,BIO_2018_07,BIO_2018_08,BIO_2018_09,BIO_2018_10,BIO_2018_11,BIO_2018_12,BIO_2018_13,BIO_2018_14,BIO_2018_15,BIO_2018_16,BIO_2018_17,BIO_2018_18,BIO_2018_19,PermGrass18,GrassRot18,Crops18,BareSoil18,PermGrass19,GrassRot19,Crops19
24.609436781249997,569914.375,324802379776,185109551404548100,6374994.5,40640553418752,25908330806178847e4,4.5,14.399999618530273,21.399999618530273,21.100000381469727,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.1899999976158142,-0.9819999933242798,0,0.09000000357627869,-0.20000000298023224,-6.559999942779541,1255,24.6299991607666,2,91,0.12200000137090683,4.130000114440918,13.789999961853027,2.5999999046325684,2.5,3.799999952316284,4.309999942779541,4.059999942779541,0.43418824672698975,0.1877095252275467,0.29881787300109863,0.13038946688175201,0.270352303981781,0.24356791377067566,1.814555048942566,0.4070407450199127,0.11298204958438873,0.16132311522960663,0.3280641436576843,0.11645206809043884,0.15522854030132294,0.07206667214632034,0.13605691492557526,0.21068494021892548,3.3250319957733154,0.27026575803756714,0.042982522398233414,0.1286592036485672,0.287724107503891,0.08277847617864609,0.22017180919647217,0.10167045146226883,0.21473148465156555,0.2288917899131775,0.9659340381622314,0.5835161209106445,0.09363047033548355,0.24838319420814514,0.6567813158035278,0.4064825773239136,0.42568445205688477,0.18027730286121368,0.3846909999847412,0.19399817287921906,4.724693775177002,0.3074600100517273,0.165201798081398,0.14457640051841736,0.7023781538009644,0.45687687397003174,0.28050073981285095,0.12807750701904297,0.2462269812822342,0.22522908449172974,9.474238395690918,0.17315596342086792,0.09419327974319458,0.09199611097574234,0.07236987352371216,0.00524561433121562,0.37130463123321533,0.038045734167099,0.0928502231836319,-0.15970100462436676,0.5413826107978821,1.9541537761688232,-0.05975489690899849,1.0387517213821411,9.520000457763672,3.5381994247436523,15.138199806213379,681.20001220703125,21.932327270507813,-1.4299999475479126,23.360000610351563,14.09000015258789,16.770000457763672,17.719999313354492,1.090000033378601,600.35418701171875,98.86263275146484,3.567368268966675,56.89398956298828,253.0636749267578,60.03947448730469,134.35052490234375,142.2036895751953,0,1,0,0,0,0,0
29.050033999999997,569914.375,324802379776,185109551404548100,6367789.5,40548744298496,25820586259845113e4,3.799999952316284,3.799999952316284,9.100000381469727,11.600000381469727,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.33799999952316284,0.9409999847412109,0,-0.019999999552965164,0.009999999776482582,2.630000114440918,1280,35.029998779296875,4,452,0.00800000037997961,0.5299999713897705,13.3100004196167,1.7000000476837158,1.399999976158142,4.900000095367432,6.610000133514404,10.710000038146973,0.5018703937530518,0.24684442579746246,0.3045676350593567,0.1338399201631546,0.2724722623825073,0.3568724989891052,1.6294533014297485,0.3598390221595764,0.10368993878364563,0.1515628546476364,0.494341105222702,0.240408793091774,0.20783555507659912,0.09686707705259323,0.18250003457069397,0.35298246145248413,3.1780319213867188,0.2398950159549713,0.06014033406972885,0.12022866308689117,0.3765741288661957,0.14276684820652008,0.2676650881767273,0.1239890307188034,0.2607339322566986,0.31283947825431824,0.9724827408790588,0.5212840437889099,0.1107112392783165,0.2206452190876007,0.6894816160202026,0.44299501180648804,0.5602827668190002,0.22871342301368713,0.5187948346138,0.311634361743927,2.279245138168335,0.44512662291526794,0.2419508397579193,0.19526536762714386,0.4554363787174225,0.2165486365556717,0.16938243806362152,0.07599657028913498,0.14006182551383972,0.2525812089443207,5.232705593109131,0.1712931990623474,0.04466123878955841,0.07498504966497421,0.5342090725898743,0.27861836552619934,0.677936315536499,0.21605905890464783,0.48558443784713745,0.15798160433769226,0.955874502658844,0.7190155386924744,0.2665099501609802,0.260465145111084,9.479999542236328,3.8281993865966797,15.953157424926758,688.8663330078125,22.373157501220703,-1.6081994771957397,23.979999542236328,14.020000457763672,16.871801376342773,17.770000457763672,0.949999988079071,621.86529541015625,101.42947387695313,4.497368335723877,55.92811584472656,260.24053955078125,63.18240737915039,138.29684448242188,144.83926391601563,0,1,0,0,0,1,0
73.7531746875,555930.375,309058568192,171815047075463170,6374781.5,40637839704064,2590573419951869e5,4.5,6.400000095367432,7.900000095367432,10.399999618530273,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.996999979019165,0.07500000298023224,0,-0.009999999776482582,0.25999999046325684,-12.210000038146973,1163,10.970000267028809,4,43,0.36899998784065247,0.5699999928474426,13.229999542236328,5,2.0999999046325684,3.799999952316284,8.029999732971191,1.600000023841858,0.5436917543411255,0.2878740727901459,0.33176717162132263,0.14664173126220703,0.3025185763835907,0.2401808202266693,3.200446844100952,0.32246366143226624,0.1256997287273407,0.1454116553068161,0.7482191920280457,0.5077290534973145,0.3290306031703949,0.15157659351825714,0.30285874009132385,0.3949347138404846,6.184715747833252,0.2025156319141388,0.11684969067573547,0.10153496265411377,0.4791295528411865,0.2296704351902008,0.3860554099082947,0.15465731918811798,0.3310437798500061,0.19111201167106628,1.9592089653015137,0.4436865448951721,0.15030652284622192,0.18644995987415314,0.6060941815376282,0.3537844717502594,0.35998135805130005,0.1558317244052887,0.3250173330307007,0.18550251424312592,5.221900463104248,0.2776525020599365,0.1356571614742279,0.12800689041614532,0.6893402934074402,0.4423918128013611,0.31517621874809265,0.1358402669429779,0.2667487859725952,0.11418446153402328,9.983675003051758,0.18441718816757202,0.10199648141860962,0.08347070217132568,0.6281826496124268,0.3766072392463684,0.5336302518844604,0.21585261821746826,0.48487478494644165,0.3582400977611542,1.3124072551727295,0.49068254232406616,0.22742021083831787,0.15653780102729797,9.529999732971191,3.9700000286102295,16.82916831970215,676.62945556640625,22.079999923706055,-1.5099999904632568,23.595041275024414,14.0600004196167,16.719999313354492,17.670000076293945,1.1399999856948853,605.9234619140625,102.1629409790039,3.5999999046325684,61.30083084106445,266.7552795410156,53.80684280395508,136.74789428710938,138.32337951660156,0,1,0,0,0,0,1
29.34246,478927.1875,229371248640,109852129421688830,6325807,40015832809472,253132452065102e6,2.4000000953674316,4,11.199999809265137,11.300000190734863,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.9769999980926514,-0.21199999749660492,0,0.019999999552965164,0.019999999552965164,2.200000047683716,1330,23.899999618530273,6,185,0.13099999725818634,1.2000000476837158,13.710000038146973,3.299999952316284,2.0999999046325684,4.699999809265137,6.269999980926514,6.78000020980835,0.6706352233886719,0.42176562547683716,0.4770306944847107,0.20115958154201508,0.4420572519302368,0.1703009158372879,4.96368408203125,0.33899325132369995,0.1992294192314148,0.14388473331928253,0.739130437374115,0.4977523982524872,0.3514329195022583,0.155251145362854,0.31270167231559753,0.1872393637895584,9.812894821166992,0.19779936969280243,0.1223427876830101,0.09623304754495621,0.4533401131629944,0.20288148522377014,0.529498279094696,0.17090018093585968,0.3758623003959656,0.08058540523052216,1.484470248222351,0.6181263327598572,0.18189950287342072,0.24617615342140198,0.4766193628311157,0.22371463477611542,0.2881026864051819,0.12078583985567093,0.24140958487987518,0.18948045372962952,3.15254807472229,0.30090147256851196,0.0924515426158905,0.12475717812776566,0.6906740665435791,0.4438978433609009,0.2075892835855484,0.09489023685455322,0.17112024128437042,0.23666583001613617,10.26213264465332,0.13581860065460205,0.056254711002111435,0.07177864760160446,0.47487911581993103,0.222285658121109,0.5545439720153809,0.18259146809577942,0.40445026755332947,0.21252337098121643,0.7015648484230042,0.6766648888587952,0.18819645047187805,0.21123842895030975,9.5,2.8431577682495117,14.025485038757324,619.48370361328125,19.542327880859375,-0.732326865196228,20.278200149536133,14.180000305175781,15.680000305175781,16.829999923706055,1.7999999523162842,782.228759765625,142.8039093017578,18.10495948791504,65.17232513427734,356.3463134765625,69.89579010009766,187.58737182617188,151.807373046875,0,1,0,0,0,0,1
38.66163546875,548908,301299990528,165385979249557500,6360797.5,40459745361920,25735624797343606e4,7.5,12.899999618530273,17.700000762939453,21.100000381469727,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.41600000858306885,0.9089999794960022,0,0.05999999865889549,-0.14000000059604645,-1.1100000143051147,1275,15.100000381469727,1,68,0.4480000138282776,8.600000381469727,15.899999618530273,0.699999988079071,1.100000023841858,4.400000095367432,7.070000171661377,1.2799999713897705,0.481914758682251,0.22849112749099731,0.29565608501434326,0.13244985044002533,0.2706807553768158,0.2589486837387085,2.44533109664917,0.3446633517742157,0.11235973238945007,0.15055134892463684,0.6827526092529297,0.43508827686309814,0.2898188829421997,0.12494263797998428,0.23944485187530518,0.2368421107530594,6.489824295043945,0.1883186399936676,0.08577863872051239,0.0942530557513237,0.4592888355255127,0.20867469906806946,0.3481515645980835,0.1527869701385498,0.32696977257728577,0.3349003791809082,0.9505243301391602,0.5066741108894348,0.14359717071056366,0.18225403130054474,0.7585373520851135,0.5192292332649231,0.528756320476532,0.21576976776123047,0.4813500940799713,0.2400844544172287,4.942412853240967,0.3117517828941345,0.20573076605796814,0.1373804211616516,0.8138887882232666,0.5799616575241089,0.37557312846183777,0.1631748080253601,0.33034005761146545,0.2666834592819214,9.232340812683105,0.18522778153419495,0.12482158094644547,0.0851774588227272,0,0,0,0,0,-0.2383263260126114,0.5498819351196289,3.045238971710205,-0.2797275185585022,1.2613351345062256,9.550000190734863,4.495041370391846,18.379167556762695,685.98895263671875,22.760000228881836,-1.690000057220459,24.449169158935547,14.010000228881836,16.950000762939453,17.760000228881836,1.0399999618530273,643.7447509765625,105.55812072753906,6.172327041625977,59.583160400390625,279.4200134277344,57.60504150390625,142.4471435546875,142.7763214111328,0,1,0,0,0,0,0
29.476982906249997,548908,301299990528,165385979249557500,6353805.5,40370842894336,2565084981201417e5,16.399999618530273,17.799999237060547,21.600000381469727,23.299999237060547,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9010000228881836,-0.4339999854564667,0,0,-0.009999999776482582,-2.859999895095825,1262,8.970000267028809,4,30,0.4740000069141388,8.920000076293945,15.880000114440918,0.4000000059604645,0.10000000149011612,6.5,9.399999618530273,0.03999999910593033,0.5969811081886292,0.3426709473133087,0.41582244634628296,0.17212486267089844,0.36655500531196594,0.25860264897346497,2.5893404483795166,0.35668984055519104,0.15433531999588013,0.14441372454166412,0.5921460390090942,0.3390561640262604,0.21338006854057312,0.09352907538414001,0.1716763973236084,0.2555851936340332,5.943690776824951,0.17267215251922607,0.05358630791306496,0.08650611340999603,0.47797659039497375,0.2247896045446396,0.36316123604774475,0.15629442036151886,0.3341330885887146,0.3216664791107178,1.0862828493118286,0.47998616099357605,0.1448906660079956,0.16273142397403717,0.6917721033096313,0.44513949751853943,0.47465476393699646,0.1969788670539856,0.4296599328517914,0.19913716614246368,4.727663993835449,0.3231930136680603,0.18379491567611694,0.14597883820533752,0.700445294380188,0.4548167884349823,0.3799061179161072,0.16367048025131226,0.33782386779785156,0.04912281036376953,12.6151762008667,0.21999181807041168,0.13824419677257538,0.10384814441204071,-0.32626384496688843,0.14057253301143646,2.6397435665130615,-0.1791781634092331,-0.5050434470176697,-0.18251396715641022,0.314203143119812,1.9549555778503418,-0.6204845905303955,0.7974032163619995,9.579999923706055,5.019999980926514,19.697368621826172,700.635986328125,23.579999923706055,-1.909999966621399,25.495040893554688,13.970000267028809,17.269168853759766,17.946842193603516,0.9100000262260437,629.4337158203125,102.19315338134766,7.088199615478516,57.83263397216797,268.2352600097656,57.78285217285156,138.77999877929688,139.15631103515625,0,1,0,0,1,0,0
35.87187225,541916,293672943616,159146078963236860,6346783,40281655214080,25565891867949872e4,4.800000190734863,14.300000190734863,15.5,19.200000762939453,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.8420000076293945,-0.5389999747276306,0,0,-0,16.09000015258789,1253,27.5,3,366,0.48899999260902405,0.47999998927116394,13.760000228881836,0.8999999761581421,2.799999952316284,5.199999809265137,4.78000020980835,17.770000457763672,0.5009358525276184,0.2460450381040573,0.34210097789764404,0.14267906546592712,0.29561883211135864,0.19575855135917664,2.670623302459717,0.35578829050064087,0.1227266937494278,0.14699938893318176,0.5795615911483765,0.32682329416275024,0.2530464231967926,0.11334826052188873,0.2169044464826584,0.24864159524440765,5.346038341522217,0.21348442137241364,0.07765394449234009,0.10542522370815277,0.3614097833633423,0.13318167626857758,0.3096303939819336,0.1294219046831131,0.27784982323646545,0.23788191378116608,0.8738940954208374,0.5988283157348633,0.11983022838830948,0.22928866744041443,0.5762791037559509,0.3210277855396271,0.3581198751926422,0.15441469848155975,0.3204263746738434,0.21428677439689636,3.702509880065918,0.3080209791660309,0.13426348567008972,0.13358834385871887,0.5919975638389587,0.33692917227745056,0.25627806782722473,0.11737548559904099,0.22597679495811462,0.23641252517700195,6.495145320892334,0.20253713428974152,0.08531003445386887,0.09769345819950104,0.5810688734054565,0.3258303701877594,0.42988321185112,0.18034425377845764,0.38998064398765564,0.25483939051628113,2.2889244556427,0.40564435720443726,0.17477597296237946,0.1748325675725937,9.550000190734863,5.139999866485596,20.079999923706055,700.86346435546875,23.585041046142578,-2.0299999713897705,25.610000610351563,13.90999984741211,17.275041580200195,17.899999618530273,0.8681994676589966,644.175048828125,103.91790008544922,9.430000305175781,57.97496032714844,274.652099609375,57.932106018066406,142.0331573486328,141.14999389648438,0,1,0,0,0,0,0
17.248735,541916,293672943616,159146078963236860,6353805.5,40370842894336,2565084981201417e5,4.199999809265137,7.800000190734863,9.399999618530273,11.800000190734863,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.382999986410141,-0.9240000247955322,0,0.009999999776482582,0,-0.05000000074505806,1267,9.130000114440918,9,96,0.0689999982714653,8.420000076293945,15.449999809265137,0.30000001192092896,0.30000001192092896,7.400000095367432,5.099999904632568,0.49000000953674316,0.5364916324615479,0.2803727090358734,0.360192209482193,0.1579890251159668,0.33310145139694214,0.1425723433494568,4.214417934417725,0.3538377583026886,0.14918817579746246,0.1619872748851776,0.5833658576011658,0.3281981348991394,0.2841615080833435,0.12684331834316254,0.24947282671928406,0.06936071068048477,10.282867431640625,0.21237555146217346,0.1008320227265358,0.10847477614879608,0.49385330080986023,0.2393094301223755,0.46850481629371643,0.1921609342098236,0.4274843633174896,0.290749192237854,0.7044908404350281,0.670139491558075,0.22752125561237335,0.23205478489398956,0.6855140924453735,0.4385174512863159,0.4505431354045868,0.18677155673503876,0.4015198349952698,0.16908861696720123,5.446237564086914,0.2947162985801697,0.17123527824878693,0.1327580213546753,0.6579676270484924,0.4081149101257324,0.24833454191684723,0.11499027162790298,0.2175031155347824,0.23076924681663513,9.024999618530273,0.16714370250701904,0.08242136985063553,0.0898875892162323,0.617738664150238,0.36472851037979126,0.5293082594871521,0.19521105289459229,0.4284239113330841,0.15730461478233337,2.8488736152648926,0.41213515400886536,0.19137591123580933,0.17918522655963898,9.579999923706055,4.650000095367432,18.879167556762695,688.1798095703125,22.889999389648438,-1.7400000095367432,24.6299991607666,13.989999771118164,17.059999465942383,17.790000915527344,1.0499999523162842,654.49176025390625,107.26443481445313,8.38232707977295,59.1131591796875,282.4700012207031,57.506534576416016,143.00051879882813,143.8773651123047,0,0,1,0,1,0,0
31.2013514775,548908,301299990528,165385979249557500,6332799,40104345206784,25397274283151353e4,6.599999904632568,16,18.899999618530273,19.100000381469727,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.9900000095367432,-0.1379999965429306,0,-0.019999999552965164,0.009999999776482582,-1.399999976158142,1283,4.130000114440918,2,61,0.375,7.760000228881836,14.699999809265137,0.800000011920929,0.4000000059604645,4.900000095367432,7.679999828338623,0.4000000059604645,0.7047522664070129,0.4595005214214325,0.5092559456825256,0.21069727838039398,0.4676136076450348,0.27955853939056396,3.3136422634124756,0.3751743733882904,0.20220205187797546,0.18825408816337585,0.8080433011054993,0.5736393928527832,0.48647332191467285,0.20724046230316162,0.4551258981227875,0.3705529272556305,5.108567237854004,0.2796564996242523,0.18218465149402618,0.14305999875068665,0.6731370687484741,0.4245888292789459,0.6378628015518188,0.25645503401756287,0.5877431035041809,0.22864656150341034,2.205000162124634,0.5577315092086792,0.32981571555137634,0.23857994377613068,0.7154821157455444,0.4714358150959015,0.5306518077850342,0.21826113760471344,0.4888235032558441,0.24046510457992554,3.9006357192993164,0.3674464225769043,0.2194235473871231,0.17819413542747498,0.7348822355270386,0.49302658438682556,0.4278363883495331,0.18440772593021393,0.39200639724731445,0.3180055618286133,4.600555419921875,0.2768302857875824,0.15593163669109344,0.13316495716571808,0.7266086935997009,0.48383837938308716,0.5981172919273376,0.23950301110744476,0.5489326119422913,0.24227456748485565,3.3966448307037354,0.4226169288158417,0.25571414828300476,0.19635824859142303,9.59000015258789,5.746841907501221,21.449169158935547,714.25,24.539169311523438,-2.25,26.790000915527344,13.920000076293945,17.510000228881836,18.095041275024414,0.7400000095367432,629.05157470703125,100.76390838623047,9.977368354797363,55.71083068847656,260.0089416503906,59.80631637573242,139.5715789794922,136.80105590820313,1,0,0,0,0,0,0
19.1083003125,541916,293672943616,159146078963236860,6325989.5,40018143870976,2531543543367273e5,3.700000047683716,5.199999809265137,6.199999809265137,9.600000381469727,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.9110000133514404,0.41200000047683716,0,0.009999999776482582,-0.03999999910593033,8.869999885559082,1287,10.729999542236328,5,406,0.08500000089406967,6.710000038146973,14.510000228881836,1,1.100000023841858,5.699999809265137,5.429999828338623,7.989999771118164,0.3981834948062897,0.15791092813014984,0.22476917505264282,0.10146833211183548,0.19996319711208344,0.30583518743515015,1.8211886882781982,0.3396519422531128,0.06675918400287628,0.13376468420028687,0.5156081914901733,0.25997406244277954,0.20169226825237274,0.10277686268091202,0.1949329525232315,0.2983681261539459,6.318051815032959,0.19087982177734375,0.08383651822805405,0.09244652092456818,0.457655131816864,0.20665676891803741,0.3964522182941437,0.17273056507110596,0.3802306652069092,0.3014121353626251,0.7432283163070679,0.6270630359649658,0.1956673413515091,0.21080546081066132,0.47708386182785034,0.22414861619472504,0.2861107885837555,0.1252417266368866,0.2525804042816162,0.3269049823284149,1.7934949398040771,0.3588069975376129,0.09140755236148834,0.16002321243286133,0.5061715245246887,0.2517896592617035,0.2556295692920685,0.10996399074792862,0.21293926239013672,0.12395869940519333,5.835614204406738,0.2403288334608078,0.07891121506690979,0.12498034536838531,0.32468730211257935,0.10519320517778397,0.22598348557949066,0.10154489427804947,0.2084003984928131,0.3521815240383148,0.6836707592010498,0.5068881511688232,0.06673802435398102,0.1733209639787674,9.59000015258789,5.570000171661377,21.1200008392334,707.8531494140625,24.149999618530273,-2.2200000286102295,26.3700008392334,13.960000038146973,17.399999618530273,18,0.7900000214576721,606.1634521484375,97.45894622802734,14.925567626953125,55.86083221435547,254.27105712890625,60.17601013183594,138.18894958496094,129.60842895507813,0,0,1,0,0,0,0
